state,MedicaidExpansion,FeeRatio,ACO,APRNSOP,year,specialty,volume,providers,pop,tot_pop,fee_ratio_yr
AK,Yes,1.10,No,Full,2020,4,1,14,263871,732964,2019
AK,Yes,1.10,No,Full,2020,4,2,23,263871,732964,2019
AK,Yes,1.10,No,Full,2020,4,3,5,263871,732964,2019
AK,Yes,1.10,No,Full,2020,4,4,27,263871,732964,2019
AK,Yes,1.10,No,Full,2020,4,5,50,263871,732964,2019
AK,Yes,1.10,No,Full,2020,5,1,159,263871,732964,2019
AK,Yes,1.10,No,Full,2020,5,2,163,263871,732964,2019
AK,Yes,1.10,No,Full,2020,5,3,75,263871,732964,2019
AK,Yes,1.10,No,Full,2020,5,4,303,263871,732964,2019
AK,Yes,1.10,No,Full,2020,5,5,189,263871,732964,2019
AK,Yes,1.10,No,Full,2020,6,1,135,263871,732964,2019
AK,Yes,1.10,No,Full,2020,6,2,104,263871,732964,2019
AK,Yes,1.10,No,Full,2020,6,3,42,263871,732964,2019
AK,Yes,1.10,No,Full,2020,6,4,178,263871,732964,2019
AK,Yes,1.10,No,Full,2020,6,5,176,263871,732964,2019
AL,No,0.65,No,Reduced,2016,1,2,588,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,1,3,339,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,1,4,692,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,1,5,532,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,2,1,346,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,2,2,432,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,2,3,187,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,2,4,459,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,2,5,237,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,3,1,94,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,3,2,127,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,3,3,70,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,3,4,95,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,3,5,534,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,4,1,105,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,4,2,95,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,4,3,77,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,4,4,211,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,4,5,254,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,5,1,514,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,5,2,2289,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,5,3,558,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,5,4,900,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,5,5,629,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,6,1,85,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,6,2,239,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,6,3,94,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,6,4,138,1505207,4866824,2016
AL,No,0.65,No,Reduced,2016,6,5,45,1505207,4866824,2016
AL,No,0.65,No,Reduced,2017,1,2,503,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,1,3,399,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,1,4,700,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,1,5,489,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,2,1,399,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,2,2,344,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,2,3,234,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,2,4,446,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,2,5,198,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,3,1,110,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,3,2,96,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,3,3,101,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,3,4,102,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,3,5,518,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,4,1,126,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,4,2,63,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,4,3,97,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,4,4,201,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,4,5,233,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,5,1,653,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,5,2,1803,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,5,3,701,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,5,4,1015,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,5,5,693,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,6,1,93,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,6,2,191,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,6,3,140,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,6,4,136,1583033,4877989,2016
AL,No,0.65,No,Reduced,2017,6,5,51,1583033,4877989,2016
AL,No,0.65,No,Reduced,2018,1,2,387,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,1,3,379,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,1,4,742,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,1,5,513,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,2,1,452,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,2,2,261,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,2,3,219,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,2,4,469,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,2,5,207,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,3,1,133,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,3,2,69,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,3,3,70,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,3,4,113,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,3,5,566,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,4,1,137,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,4,2,44,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,4,3,71,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,4,4,200,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,4,5,260,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,5,1,784,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,5,2,1379,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,5,3,732,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,5,4,1192,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,5,5,813,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,6,1,97,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,6,2,160,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,6,3,129,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,6,4,168,1780801,4891628,2016
AL,No,0.65,No,Reduced,2018,6,5,61,1780801,4891628,2016
AL,No,0.81,No,Reduced,2019,1,2,279,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,1,3,363,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,1,4,711,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,1,5,524,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,2,1,494,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,2,2,223,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,2,3,229,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,2,4,452,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,2,5,211,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,3,1,145,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,3,2,51,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,3,3,59,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,3,4,118,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,3,5,565,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,4,1,161,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,4,2,39,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,4,3,49,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,4,4,177,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,4,5,263,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,5,1,880,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,5,2,891,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,5,3,780,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,5,4,1360,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,5,5,883,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,6,1,120,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,6,2,86,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,6,3,152,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,6,4,177,1852253,4907965,2019
AL,No,0.81,No,Reduced,2019,6,5,78,1852253,4907965,2019
AL,No,0.81,No,Reduced,2020,1,2,181,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,1,3,252,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,1,4,500,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,1,5,396,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,2,1,175,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,2,2,152,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,2,3,192,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,2,4,420,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,2,5,142,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,3,1,96,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,3,2,16,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,3,3,59,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,3,4,117,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,3,5,414,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,4,1,53,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,4,2,45,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,4,3,50,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,4,4,128,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,4,5,220,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,5,1,684,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,5,2,978,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,5,3,869,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,5,4,1498,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,5,5,804,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,6,1,107,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,6,2,96,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,6,3,160,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,6,4,190,1529995,5031864,2019
AL,No,0.81,No,Reduced,2020,6,5,61,1529995,5031864,2019
AR,Yes,0.65,No,Reduced,2016,1,2,465,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,1,3,96,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,1,4,443,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,1,5,431,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,2,1,142,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,2,2,202,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,2,3,68,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,2,4,164,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,2,5,49,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,3,1,47,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,3,2,92,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,3,3,8,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,3,4,37,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,3,5,264,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,4,1,76,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,4,2,68,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,4,3,12,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,4,4,141,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,4,5,68,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,5,1,319,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,5,2,1294,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,5,3,231,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,5,4,558,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,5,5,439,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,6,1,37,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,6,2,220,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,6,3,27,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,6,4,60,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2016,6,5,48,1672462,2991815,2016
AR,Yes,0.65,No,Reduced,2017,1,2,364,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,1,3,207,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,1,4,385,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,1,5,589,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,2,1,155,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,2,2,156,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,2,3,94,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,2,4,153,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,2,5,108,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,3,1,57,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,3,2,72,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,3,3,25,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,3,4,54,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,3,5,273,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,4,1,87,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,4,2,48,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,4,3,34,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,4,4,101,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,4,5,130,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,5,1,388,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,5,2,963,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,5,3,257,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,5,4,598,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,5,5,697,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,6,1,38,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,6,2,183,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,6,3,31,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,6,4,81,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2017,6,5,59,1583283,3003855,2016
AR,Yes,0.65,No,Reduced,2018,1,2,288,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,1,3,211,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,1,4,404,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,1,5,634,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,2,1,180,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,2,2,122,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,2,3,83,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,2,4,154,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,2,5,127,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,3,1,65,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,3,2,48,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,3,3,35,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,3,4,55,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,3,5,278,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,4,1,92,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,4,2,46,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,4,3,16,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,4,4,102,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,4,5,153,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,5,1,459,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,5,2,663,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,5,3,190,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,5,4,765,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,5,5,802,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,6,1,41,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,6,2,148,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,6,3,22,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,6,4,106,1152452,3012161,2016
AR,Yes,0.65,No,Reduced,2018,6,5,66,1152452,3012161,2016
AR,Yes,0.64,No,Reduced,2019,1,2,212,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,1,3,200,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,1,4,434,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,1,5,614,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,2,1,187,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,2,2,86,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,2,3,102,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,2,4,163,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,2,5,112,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,3,1,76,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,3,2,21,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,3,3,38,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,3,4,55,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,3,5,269,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,4,1,102,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,4,2,40,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,4,3,19,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,4,4,91,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,4,5,160,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,5,1,530,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,5,2,370,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,5,3,241,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,5,4,835,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,5,5,881,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,6,1,49,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,6,2,97,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,6,3,29,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,6,4,134,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2019,6,5,65,1122879,3020985,2019
AR,Yes,0.64,No,Reduced,2020,1,2,151,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,1,3,106,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,1,4,364,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,1,5,481,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,2,1,85,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,2,2,67,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,2,3,58,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,2,4,117,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,2,5,90,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,3,1,55,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,3,2,16,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,3,3,21,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,3,4,27,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,3,5,248,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,4,1,35,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,4,2,22,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,4,3,27,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,4,4,85,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,4,5,133,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,5,1,384,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,5,2,531,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,5,3,325,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,5,4,976,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,5,5,753,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,6,1,37,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,6,2,91,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,6,3,46,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,6,4,144,1103559,3014348,2019
AR,Yes,0.64,No,Reduced,2020,6,5,57,1103559,3014348,2019
AZ,Yes,0.73,No,Full,2016,1,2,816,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,1,3,412,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,1,4,759,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,1,5,966,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,2,1,612,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,2,2,633,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,2,3,353,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,2,4,539,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,2,5,411,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,3,1,189,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,3,2,228,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,3,3,76,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,3,4,188,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,3,5,582,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,4,1,220,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,4,2,178,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,4,3,84,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,4,4,195,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,4,5,378,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,5,1,607,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,5,2,2362,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,5,3,709,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,5,4,1378,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,5,5,1340,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,6,1,209,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,6,2,777,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,6,3,376,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,6,4,580,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2016,6,5,765,2407707,6944767,2016
AZ,Yes,0.73,No,Full,2017,1,2,674,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,1,3,561,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,1,4,761,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,1,5,918,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,2,1,723,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,2,2,511,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,2,3,431,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,2,4,528,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,2,5,385,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,3,1,219,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,3,2,183,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,3,3,89,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,3,4,200,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,3,5,579,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,4,1,253,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,4,2,141,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,4,3,103,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,4,4,223,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,4,5,352,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,5,1,802,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,5,2,1785,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,5,3,904,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,5,4,1463,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,5,5,1476,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,6,1,262,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,6,2,603,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,6,3,491,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,6,4,596,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2017,6,5,744,2350947,7048088,2016
AZ,Yes,0.73,No,Full,2018,1,2,551,2324155,7164228,2016
AZ,Yes,0.73,No,Full,2018,1,3,494,2324155,7164228,2016
AZ,Yes,0.73,No,Full,2018,1,4,783,2324155,7164228,2016
AZ,Yes,0.73,No,Full,2018,1,5,940,2324155,7164228,2016
AZ,Yes,0.73,No,Full,2018,2,1,802,2324155,7164228,2016
AZ,Yes,0.73,No,Full,2018,2,2,393,2324155,7164228,2016
AZ,Yes,0.73,No,Full,2018,2,3,421,2324155,7164228,2016
AZ,Yes,0.73,No,Full,2018,2,4,565,2324155,7164228,2016
AZ,Yes,0.73,No,Full,2018,2,5,387,2324155,7164228,2016
AZ,Yes,0.73,No,Full,2018,3,1,253,2324155,7164228,2016
AZ,Yes,0.73,No,Full,2018,3,2,132,2324155,7164228,2016
AZ,Yes,0.73,No,Full,2018,3,3,71,2324155,7164228,2016
AZ,Yes,0.73,No,Full,2018,3,4,204,2324155,7164228,2016
AZ,Yes,0.73,No,Full,2018,3,5,589,2324155,7164228,2016
