state,MedicaidExpansion,FeeRatio,ACO,APRNSOP,year,specialty,volume,providers,pop,tot_pop,fee_ratio_yr
ID,No,0.97,No,Full,2019,2,4,91,352603,1789060,2019
ID,No,0.97,No,Full,2019,2,5,24,352603,1789060,2019
ID,No,0.97,No,Full,2019,3,1,30,352603,1789060,2019
ID,No,0.97,No,Full,2019,3,2,27,352603,1789060,2019
ID,No,0.97,No,Full,2019,3,3,4,352603,1789060,2019
ID,No,0.97,No,Full,2019,3,4,13,352603,1789060,2019
ID,No,0.97,No,Full,2019,3,5,139,352603,1789060,2019
ID,No,0.97,No,Full,2019,4,1,69,352603,1789060,2019
ID,No,0.97,No,Full,2019,4,2,12,352603,1789060,2019
ID,No,0.97,No,Full,2019,4,3,7,352603,1789060,2019
ID,No,0.97,No,Full,2019,4,4,46,352603,1789060,2019
ID,No,0.97,No,Full,2019,4,5,84,352603,1789060,2019
ID,No,0.97,No,Full,2019,5,1,266,352603,1789060,2019
ID,No,0.97,No,Full,2019,5,2,173,352603,1789060,2019
ID,No,0.97,No,Full,2019,5,3,129,352603,1789060,2019
ID,No,0.97,No,Full,2019,5,4,445,352603,1789060,2019
ID,No,0.97,No,Full,2019,5,5,335,352603,1789060,2019
ID,No,0.97,No,Full,2019,6,1,104,352603,1789060,2019
ID,No,0.97,No,Full,2019,6,2,96,352603,1789060,2019
ID,No,0.97,No,Full,2019,6,3,69,352603,1789060,2019
ID,No,0.97,No,Full,2019,6,4,348,352603,1789060,2019
ID,No,0.97,No,Full,2019,6,5,359,352603,1789060,2019
ID,No,0.97,No,Full,2020,1,2,70,433198,1849339,2019
ID,No,0.97,No,Full,2020,1,3,161,433198,1849339,2019
ID,No,0.97,No,Full,2020,1,4,229,433198,1849339,2019
ID,No,0.97,No,Full,2020,1,5,346,433198,1849339,2019
ID,No,0.97,No,Full,2020,2,1,39,433198,1849339,2019
ID,No,0.97,No,Full,2020,2,2,50,433198,1849339,2019
ID,No,0.97,No,Full,2020,2,3,61,433198,1849339,2019
ID,No,0.97,No,Full,2020,2,4,80,433198,1849339,2019
ID,No,0.97,No,Full,2020,2,5,22,433198,1849339,2019
ID,No,0.97,No,Full,2020,3,1,23,433198,1849339,2019
ID,No,0.97,No,Full,2020,3,2,5,433198,1849339,2019
ID,No,0.97,No,Full,2020,3,3,22,433198,1849339,2019
ID,No,0.97,No,Full,2020,3,4,19,433198,1849339,2019
ID,No,0.97,No,Full,2020,3,5,118,433198,1849339,2019
ID,No,0.97,No,Full,2020,4,1,13,433198,1849339,2019
ID,No,0.97,No,Full,2020,4,2,19,433198,1849339,2019
ID,No,0.97,No,Full,2020,4,3,53,433198,1849339,2019
ID,No,0.97,No,Full,2020,4,4,34,433198,1849339,2019
ID,No,0.97,No,Full,2020,4,5,60,433198,1849339,2019
ID,No,0.97,No,Full,2020,5,1,155,433198,1849339,2019
ID,No,0.97,No,Full,2020,5,2,175,433198,1849339,2019
ID,No,0.97,No,Full,2020,5,3,231,433198,1849339,2019
ID,No,0.97,No,Full,2020,5,4,394,433198,1849339,2019
ID,No,0.97,No,Full,2020,5,5,385,433198,1849339,2019
ID,No,0.97,No,Full,2020,6,1,63,433198,1849339,2019
ID,No,0.97,No,Full,2020,6,2,64,433198,1849339,2019
ID,No,0.97,No,Full,2020,6,3,162,433198,1849339,2019
ID,No,0.97,No,Full,2020,6,4,303,433198,1849339,2019
ID,No,0.97,No,Full,2020,6,5,395,433198,1849339,2019
IL,Yes,0.48,No,Reduced,2016,1,2,1298,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,1,3,600,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,1,4,1705,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,1,5,2246,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,2,1,1454,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,2,2,1542,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,2,3,877,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,2,4,1975,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,2,5,1147,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,3,1,440,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,3,2,484,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,3,3,277,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,3,4,707,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,3,5,1145,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,4,1,519,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,4,2,418,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,4,3,239,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,4,4,761,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,4,5,779,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,5,1,726,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,5,2,3928,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,5,3,1369,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,5,4,2595,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,5,5,1923,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,6,1,249,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,6,2,1012,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,6,3,649,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,6,4,956,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2016,6,5,637,3766510,12821709,2016
IL,Yes,0.48,No,Reduced,2017,1,2,1045,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,1,3,757,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,1,4,1786,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,1,5,2099,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,2,1,1688,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,2,2,1244,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,2,3,1049,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,2,4,2002,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,2,5,1083,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,3,1,493,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,3,2,379,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,3,3,337,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,3,4,791,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,3,5,1090,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,4,1,591,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,4,2,338,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,4,3,319,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,4,4,735,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,4,5,748,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,5,1,944,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,5,2,2904,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,5,3,1501,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,5,4,2900,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,5,5,2150,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,6,1,289,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,6,2,813,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,6,3,700,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,6,4,1001,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2017,6,5,606,3682406,12779893,2016
IL,Yes,0.48,No,Reduced,2018,1,2,793,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,1,3,656,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,1,4,1851,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,1,5,2041,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,2,1,1877,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,2,2,940,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,2,3,960,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,2,4,2069,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,2,5,1058,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,3,1,559,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,3,2,264,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,3,3,295,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,3,4,787,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,3,5,1091,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,4,1,673,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,4,2,263,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,4,3,234,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,4,4,756,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,4,5,724,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,5,1,1163,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,5,2,1974,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,5,3,1359,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,5,4,3253,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,5,5,2402,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,6,1,323,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,6,2,635,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,6,3,678,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,6,4,1088,3638429,12724685,2016
IL,Yes,0.48,No,Reduced,2018,6,5,623,3638429,12724685,2016
IL,Yes,0.44,No,Reduced,2019,1,2,561,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,1,3,675,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,1,4,1895,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,1,5,2001,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,2,1,2006,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,2,2,605,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,2,3,1072,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,2,4,2179,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,2,5,1022,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,3,1,625,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,3,2,180,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,3,3,263,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,3,4,763,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,3,5,1097,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,4,1,723,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,4,2,200,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,4,3,244,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,4,4,747,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,4,5,692,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,5,1,1329,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,5,2,913,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,5,3,1563,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,5,4,3591,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,5,5,2581,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,6,1,399,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,6,2,344,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,6,3,738,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,6,4,1203,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2019,6,5,618,3484535,12667017,2019
IL,Yes,0.44,No,Reduced,2020,1,2,304,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,1,3,699,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,1,4,1639,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,1,5,1736,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,2,1,737,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,2,2,455,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,2,3,1252,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,2,4,2247,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,2,5,999,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,3,1,452,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,3,2,46,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,3,3,341,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,3,4,807,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,3,5,981,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,4,1,260,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,4,2,146,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,4,3,225,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,4,4,668,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,4,5,652,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,5,1,1046,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,5,2,1315,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,5,3,1698,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,5,4,3737,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,5,5,2583,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,6,1,312,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,6,2,450,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,6,3,796,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,6,4,1276,3551944,12790357,2019
IL,Yes,0.44,No,Reduced,2020,6,5,527,3551944,12790357,2019
IN,Yes,0.75,No,Reduced,2016,1,2,714,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,1,3,282,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,1,4,744,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,1,5,1592,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,2,1,364,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,2,2,423,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,2,3,137,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,2,4,438,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,2,5,417,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,3,1,153,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,3,2,192,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,3,3,37,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,3,4,119,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,3,5,607,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,4,1,233,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,4,2,139,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,4,3,69,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,4,4,212,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,4,5,443,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,5,1,539,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,5,2,2442,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,5,3,492,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,5,4,1517,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,5,5,1645,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,6,1,94,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,6,2,527,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,6,3,185,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,6,4,349,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2016,6,5,178,1860018,6637898,2016
IN,Yes,0.75,No,Reduced,2017,1,2,527,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,1,3,505,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,1,4,868,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,1,5,1377,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,2,1,404,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,2,2,318,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,2,3,221,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,2,4,468,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,2,5,335,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,3,1,171,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,3,2,152,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,3,3,87,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,3,4,125,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,3,5,552,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,4,1,257,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,4,2,95,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,4,3,124,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,4,4,283,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,4,5,346,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,5,1,661,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,5,2,1813,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,5,3,830,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,5,4,1729,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,5,5,1577,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,6,1,105,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,6,2,402,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,6,3,242,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,6,4,400,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2017,6,5,165,1821473,6662068,2016
IN,Yes,0.75,No,Reduced,2018,1,2,479,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,1,3,264,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,1,4,809,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,1,5,1501,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,2,1,501,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,2,2,242,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,2,3,136,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,2,4,448,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,2,5,377,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,3,1,200,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,3,2,117,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,3,3,46,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,3,4,132,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,3,5,604,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,4,1,310,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,4,2,87,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,4,3,50,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,4,4,231,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,4,5,446,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,5,1,811,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,5,2,1267,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,5,3,594,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,5,4,1821,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,5,5,2073,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,6,1,106,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,6,2,264,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,6,3,157,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,6,4,445,1845994,6698481,2016
IN,Yes,0.75,No,Reduced,2018,6,5,258,1845994,6698481,2016
IN,Yes,0.74,No,Reduced,2019,1,2,367,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,1,3,218,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,1,4,877,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,1,5,1421,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,2,1,556,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,2,2,173,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,2,3,100,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,2,4,475,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,2,5,371,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,3,1,220,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,3,2,87,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,3,3,32,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,3,4,151,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,3,5,596,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,4,1,333,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,4,2,75,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,4,3,39,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,4,4,224,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,4,5,448,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,5,1,955,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,5,2,609,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,5,3,614,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,5,4,1943,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,5,5,2337,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,6,1,145,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,6,2,143,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,6,3,144,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,6,4,459,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2019,6,5,306,1814239,6731010,2019
IN,Yes,0.74,No,Reduced,2020,1,2,249,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,1,3,319,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,1,4,709,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,1,5,1301,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,2,1,218,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,2,2,125,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,2,3,147,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,2,4,386,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,2,5,337,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,3,1,134,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,3,2,26,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,3,3,62,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,3,4,94,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,3,5,556,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,4,1,96,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,4,2,73,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,4,3,93,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,4,4,174,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,4,5,396,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,5,1,665,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,5,2,801,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,5,3,902,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,5,4,2025,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,5,5,2362,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,6,1,108,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,6,2,181,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,6,3,176,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,6,4,492,1897417,6789098,2019
IN,Yes,0.74,No,Reduced,2020,6,5,330,1897417,6789098,2019
KS,No,0.73,No,Reduced,2016,1,2,401,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,1,3,264,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,1,4,554,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,1,5,491,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,2,1,158,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,2,2,207,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,2,3,140,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,2,4,212,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,2,5,65,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,3,1,50,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,3,2,51,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,3,3,69,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,3,4,122,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,3,5,193,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,4,1,72,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,4,2,76,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,4,3,36,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,4,4,117,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,4,5,123,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,5,1,276,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,5,2,966,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,5,3,377,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,5,4,785,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,5,5,433,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,6,1,119,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,6,2,255,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,6,3,121,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,6,4,330,521063,2912977,2016
KS,No,0.73,No,Reduced,2016,6,5,216,521063,2912977,2016
KS,No,0.73,No,Reduced,2017,1,2,335,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,1,3,367,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,1,4,514,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,1,5,439,521688,2910892,2016
